,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,IDENTIFIER,
"6484,12-15-0071-46,12-032,SAN_MARCOS,MALACATAN,LICEO_PREUNIVERSITARIO_PANAMERICANO,""COLONIA ALEJOS, 1-93 ZONA 1"",77770233,LUIS EMILIO LEÓN CALVILLO,ZORAIDA MARGOT GUZMAN BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,SAN MARCOS,LICEO_PREUNIVERSITARIO_PANAMERICANO | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | SAN_MARCOS,",,,,,,,,,,,,,,,,,,,
"7269,08-02-0001-46,08-007,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,LICEO_PREUNIVERSITARIO_SAN_CRISTOBAL,""6A. CALLE 2-45 ZONA 1 VILLA ERNERSTINA, BARRIO LAS CLARAS"",54035922,JULIAN GREGORIO SAPÓN YAX,VIOLETA MARLENE TECUM MALDONADO DE GODINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,TOTONICAPÁN,LICEO_PREUNIVERSITARIO_SAN_CRISTOBAL | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | TOTONICAPAN,",,,,,,,,,,,,,,,,,,,
"7270,08-02-0003-46,08-007,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,LICEO_PREUNIVERSITARIO_SAN_CRISTOBAL,""6A. CALLE 2-45 ZONA 1 VILLA ERNERSTINA, BARRIO LAS CLARAS"",54035922,JULIAN GREGORIO SAPÓN YAX,VIOLETA MARLENE TECUM MALDONADO DE GODINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,TOTONICAPÁN,LICEO_PREUNIVERSITARIO_SAN_CRISTOBAL | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | TOTONICAPAN,",,,,,,,,,,,,,,,,,,,
7284,08-02-0067-46,08-007,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,LICEO_PREUNIVERSITARIO_SAN_CRISTOBAL,3 AVENIDA A BARRIO LAS CLARAS ZONA 1,54035922,JULIAN GREGORIO SAPÓN YAX,VIOLETA MARLENE TECUM MALDONADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,TOTONICAPÁN,LICEO_PREUNIVERSITARIO_SAN_CRISTOBAL | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | TOTONICAPAN,
"5434,09-17-0058-46,09-026,QUETZALTENANGO,COLOMBA COSTA CUCA,LICEO_PREUNIVERSITARIO_VILLA_DE_COLOMBA,""0-35, ZONA 1"",55754708,RUDY GARCIA GONZALEZ,SANDRA ELIZABETH JUÁREZ GARCÍA DE SANTIZO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,QUETZALTENANGO,LICEO_PREUNIVERSITARIO_VILLA_DE_COLOMBA | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | QUETZALTENANGO,",,,,,,,,,,,,,,,,,,,
7294,08-04-0026-46,08-012,TOTONICAPAN,SAN ANDRES XECUL,LICEO_PREUNIVERSITARIO_XECUL,1A CALLE 2-52 ZONA 4,77374786,NORMA NOEMI MENCHÚ TACAM,LUIS MIGUEL TISTOJ TECUN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,BILINGUE,VESPERTINA,DIARIOREGULAR,TOTONICAPÁN,LICEO_PREUNIVERSITARIO_XECUL | CERRADA_TEMPORALMENTE | DIARIOREGULAR | BILINGUE | VESPERTINA | TOTONICAPAN,
"3839,13-01-0288-46,13-004,HUEHUETENANGO,HUEHUETENANGO,LICEO_PRIVADO_DE_CIENCIAS_COMERCIALES,""5A. AVENIDA 7-112, ZONA 1"",77640126,CLARA ARMIDA MORALES CASTILLO,MARLIN MARIBEL HERNÁNDEZ CASTILLO DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,HUEHUETENANGO,LICEO_PRIVADO_DE_CIENCIAS_COMERCIALES | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | HUEHUETENANGO,",,,,,,,,,,,,,,,,,,,
3865,13-01-1500-46,13-004,HUEHUETENANGO,HUEHUETENANGO,LICEO_PRIVADO_DE_CIENCIAS_COMERCIALES,5TA. AV. 7-112 ZONA 1,77640126,CLARA ARMIDA MORALES CASTILLO,OLIVER BOANERGES RECINOS RECINOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,HUEHUETENANGO,LICEO_PRIVADO_DE_CIENCIAS_COMERCIALES | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | HUEHUETENANGO,
3801,13-01-0075-46,13-004,HUEHUETENANGO,HUEHUETENANGO,LICEO_PRIVADO_DE_CIENCIAS_COMERCIALES,5TA. AV. 7-112 ZONA 1,77640126,CLARA ARMIDA MORALES CASTILLO,OLIVER BOANERGES RECINOS RECINOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,HUEHUETENANGO,LICEO_PRIVADO_DE_CIENCIAS_COMERCIALES | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | HUEHUETENANGO,
3837,13-01-0275-46,13-004,HUEHUETENANGO,HUEHUETENANGO,LICEO_PRIVADO_DE_CIENCIAS_COMERCIALES,5A. AVENIDA 7-112 ZONA 1,77640126,CLARA ARMIDA MORALES CASTILLO,MARLIN MARIBEL HERNANDEZ CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,HUEHUETENANGO,LICEO_PRIVADO_DE_CIENCIAS_COMERCIALES | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | HUEHUETENANGO,
"3860,13-01-0341-46,13-004,HUEHUETENANGO,HUEHUETENANGO,LICEO_PRIVADO_DE_CIENCIAS_COMERCIALES,""5A. AVENIDA 7-112, ZONA 1"",77640126,CLARA ARMIDA MORALES CASTILLO,MARLIN MARIBEL HERNÁNDEZ CASTILLO DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,HUEHUETENANGO,LICEO_PRIVADO_DE_CIENCIAS_COMERCIALES | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | HUEHUETENANGO,",,,,,,,,,,,,,,,,,,,
3835,13-01-0268-46,13-004,HUEHUETENANGO,HUEHUETENANGO,LICEO_PRIVADO_DE_CIENCIAS_COMERCIALES,5A. AVENIDA 7-112 ZONA 1,77640126,CLARA ARMIDA MORALES CASTILLO,MARLIN MARIBEL HERNÁNDEZ CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,HUEHUETENANGO,LICEO_PRIVADO_DE_CIENCIAS_COMERCIALES | CERRADA_TEMPORALMENTE | FIN_DE_SEMANA | MONOLINGUE | DOBLE | HUEHUETENANGO,
3868,13-01-1505-46,13-050,HUEHUETENANGO,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_CENTROAMERICANO_HUEHUETECO,5A. CALLE 11-65 ZONA 1,77646933,LILIAN FLORIDALMA MOLINA MUÑOZ,OSCAR ROCAEL LÓPEZ GUTIÉRREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_CENTROAMERICANO_HUEHUETECO | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | HUEHUETENANGO,
"3843,13-01-0292-46,13-050,HUEHUETENANGO,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_CENTROAMERICANO_HUEHUETECO,""5A. CALLE 11-65, ZONA 1"",77646933,LILIAN FLORIDALMA MOLINA MUÑOZ,OSCAR ROCAEL LÓPEZ GUTIÉRREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_CENTROAMERICANO_HUEHUETECO | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | HUEHUETENANGO,",,,,,,,,,,,,,,,,,,,
5898,11-05-0022-46,11-018,RETALHULEU,SAN FELIPE,LICEO_PRIVADO_MIXTO_CHAMPEL,2DA CALLE 2-80 ZONA 1,42890376,MIRTA ALIDA CASTELLANOS MARROQUIN,GABRIEL HUMBERTO BARRIENTOS MONZON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,RETALHULEU,LICEO_PRIVADO_MIXTO_CHAMPEL | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | RETALHULEU,
5899,11-05-0024-46,11-017,RETALHULEU,SAN FELIPE,LICEO_PRIVADO_MIXTO_CHAMPEL,2DA CALLE 2-80 ZONA 1,59491470,MIGUEL ANGEL ARMAS ROCHA,GABRIEL HUMBERTO BARRIENTOS MONZON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,RETALHULEU,LICEO_PRIVADO_MIXTO_CHAMPEL | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | RETALHULEU,
"3826,13-01-0219-46,13-004,HUEHUETENANGO,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_CRISTIANO_PALABRA_EN_ACCION,""2A. CALLE FINAL 3-37 COLONIA ALVARADO, ZONA 5"",77627179,CLARA ARMIDA MORALES CASTILLO,NOE GUSTAVO FLORES LIMA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_CRISTIANO_PALABRA_EN_ACCION | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | HUEHUETENANGO,",,,,,,,,,,,,,,,,,,,
4176,13-32-0017-46,13-008,HUEHUETENANGO,UNION CANTINIL,LICEO_PRIVADO_MIXTO_DAVINCI,CANTON BUENOS AIRES,53349884,UBALDO VIDAL MATEO HERNÁNDEZ,BRENDY KATTINA LOPEZ BRIONES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_DAVINCI | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | HUEHUETENANGO,
314,15-03-0134-46,NA,BAJA_VERAPAZ,RABINAL,LICEO_PRIVADO_MIXTO_DE_CIENCIAS_COMERCIALES_RABINAL_ACHI,3A. AVENIDA 1-55 ZONA 3,NA,NA,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIOREGULAR,BAJA VERAPAZ,LICEO_PRIVADO_MIXTO_DE_CIENCIAS_COMERCIALES_RABINAL_ACHI | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | VESPERTINA | BAJA_VERAPAZ,
4008,13-09-0059-46,13-022,HUEHUETENANGO,SAN ILDEFONSO IXTAHUACAN,LICEO_PRIVADO_MIXTO_EDNA_EDITH_HERRERA_VILLATORO,CABECERA MUNICIPAL,46601037,ARGELIO ROCAEL AGUILAR GONZALEZ,JOSÉ VINICIO PÉREZ HERRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_EDNA_EDITH_HERRERA_VILLATORO | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | HUEHUETENANGO,
4009,13-09-0060-46,13-022,HUEHUETENANGO,SAN ILDEFONSO IXTAHUACAN,LICEO_PRIVADO_MIXTO_EDNA_EDITH_HERRERA_VILLATORO,CABECERA MUNICIPAL,46601037,ARGELIO ROCAEL AGUILAR GONZALEZ,JOSÉ VINICIO PÉREZ HERRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_EDNA_EDITH_HERRERA_VILLATORO | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | HUEHUETENANGO,
4007,13-09-0055-46,13-022,HUEHUETENANGO,SAN ILDEFONSO IXTAHUACAN,LICEO_PRIVADO_MIXTO_EL_SHADDAI,CABECERA MUNICIPAL,58852941,ARGELIO ROCAEL AGUILAR GONZALEZ,ALVIN EMANUEL RAMOS RIVERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_EL_SHADDAI | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | HUEHUETENANGO,
3938,13-03-0065-46,13-010,HUEHUETENANGO,MALACATANCITO,LICEO_PRIVADO_MIXTO_EMANUEL,CABECERA MUNICIPAL,50054877,JULIO ESCOBEDO DEL VALLE,SAIRO BACILIO VILLATORO VÁSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_EMANUEL | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | HUEHUETENANGO,
3939,13-03-0067-46,13-010,HUEHUETENANGO,MALACATANCITO,LICEO_PRIVADO_MIXTO_EMANUEL,CABECERA MUNICIPAL,50054877,JULIO ESCOBEDO DEL VALLE,SAIRO BACILIO VILLATORO VÁSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_EMANUEL | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | HUEHUETENANGO,
3940,13-03-0068-46,13-010,HUEHUETENANGO,MALACATANCITO,LICEO_PRIVADO_MIXTO_EMANUEL,CABECERA MUNICIPAL,50054877,JULIO ESCOBEDO DEL VALLE,SAIRO BACILIO VILLATORO VÁSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_EMANUEL | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | HUEHUETENANGO,
"4465,18-05-0126-46,18-020,IZABAL,LOS AMATES,LICEO_PRIVADO_MIXTO_HAMA_LIC_HOLCAR_ALEXANDER_MORALES_ARROYO,""BARRIO TOLTEC, ALDEA QUIRIGUA"",79342442,RUDY ARMANDO CETINO MONROY,GERSON OBED FUENTES PEREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,IZABAL,LICEO_PRIVADO_MIXTO_HAMA_LIC_HOLCAR_ALEXANDER_MORALES_ARROYO | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | IZABAL,",,,,,,,,,,,,,,,,,,,
"4463,18-05-0124-46,18-020,IZABAL,LOS AMATES,LICEO_PRIVADO_MIXTO_HAMA_LIC_HOLCAR_ALEXANDER_MORALES_ARROYO,""BARRIO TOLTEC, ALDEA QUIRIGUA"",79342445,RUDY ARMANDO CETINO MONROY,GERSON OBED FUENTES PEREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,IZABAL,LICEO_PRIVADO_MIXTO_HAMA_LIC_HOLCAR_ALEXANDER_MORALES_ARROYO | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | IZABAL,",,,,,,,,,,,,,,,,,,,
"4464,18-05-0125-46,18-020,IZABAL,LOS AMATES,LICEO_PRIVADO_MIXTO_HAMA_LIC_HOLCAR_ALEXANDER_MORALES_ARROYO,""BARRIO TOLTEC, ALDEA QUIRIGUA"",79342445,RUDY ARMANDO CETINO MONROY,GERSON OBED FUENTES PEREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,IZABAL,LICEO_PRIVADO_MIXTO_HAMA_LIC_HOLCAR_ALEXANDER_MORALES_ARROYO | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | IZABAL,",,,,,,,,,,,,,,,,,,,
3980,13-07-0054-46,13-051,HUEHUETENANGO,JACALTENANGO,LICEO_PRIVADO_MIXTO_INTERCULTURAL_DE_OCCIDENTE,ALDEA BUXUP,33468963,SEBASTIÁN PRUDENCIO HERNÁNDEZ CÁRDENAS,RAMÓN AMILCAR FELIPE SILVESTRE,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_INTERCULTURAL_DE_OCCIDENTE | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | HUEHUETENANGO,
4050,13-15-0051-46,13-029,HUEHUETENANGO,TODOS SANTOS CUCHUMATAN,LICEO_PRIVADO_MIXTO_MAM_DE_DESARROLLO_EDUCATIVO,CALLE REAL EL CEMENTERIO,77830676,ELIDIO NATALIO VELÁSQUEZ MAZARIEGOS,WILLIAM RANDOLFO CANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_MAM_DE_DESARROLLO_EDUCATIVO | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | HUEHUETENANGO,
4051,13-15-0054-46,13-029,HUEHUETENANGO,TODOS SANTOS CUCHUMATAN,LICEO_PRIVADO_MIXTO_MAM_DE_DESARROLLO_EDUCATIVO,CALLE REAL DEL CEMENTERIO,40126136,ELIDIO NATALIO VELÁSQUEZ MAZARIEGOS,ADELA MARIBEL MENDOZA JERÓNIMO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_MAM_DE_DESARROLLO_EDUCATIVO | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | HUEHUETENANGO,
"3806,13-01-0146-46,13-050,HUEHUETENANGO,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_MINERVA,""5A. CALLE 3-28 ZONA 2, BARRIO MINERVA"",77681704,LILIAN FLORIDALMA MOLINA MUÑOZ,OSCAR GIOVANNI MIRANDA MARTINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_MINERVA | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | HUEHUETENANGO,",,,,,,,,,,,,,,,,,,,
4012,13-10-0040-46,13-037,HUEHUETENANGO,SANTA BARBARA,LICEO_PRIVADO_MIXTO_MONTE_HOREB,CABECERA MUNICIPAL,57788596,PEDRO CLEMENTINO GÓMEZ GÓMEZ,VÍCTOR EZEQUIEL PÉREZ GÓMEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_MONTE_HOREB | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | HUEHUETENANGO,
4102,13-24-0016-46,13-041,HUEHUETENANGO,SAN ANTONIO HUISTA,LICEO_PRIVADO_MIXTO_MONTESSORI,CABECERA MUNICIPAL,40260472,GLORIA FABIOLA RODRÍGUEZ MENDOZA DE ARMAS,YANUARIA ANGELA CASTILLO VILLATORO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_MONTESSORI | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | HUEHUETENANGO,
4103,13-24-0017-46,13-041,HUEHUETENANGO,SAN ANTONIO HUISTA,LICEO_PRIVADO_MIXTO_MONTESSORI,CABECERA MUNICIPAL,57840243,GLORIA FABIOLA RODRÍGUEZ MENDOZA DE ARMAS,YANUARIA ANGELA CASTILLO VILLATORO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_MONTESSORI | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | HUEHUETENANGO,
3900,13-01-7082-46,13-050,HUEHUETENANGO,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_MONTESSORI,ALDEA CHINACA,NA,LILIAN FLORIDALMA MOLINA MUÑOZ,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_MONTESSORI | CERRADA_TEMPORALMENTE | FIN_DE_SEMANA | MONOLINGUE | DOBLE | HUEHUETENANGO,
3901,13-01-7083-46,13-050,HUEHUETENANGO,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_MONTESSORI,ALDEA CHINACA,NA,LILIAN FLORIDALMA MOLINA MUÑOZ,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_MONTESSORI | CERRADA_TEMPORALMENTE | FIN_DE_SEMANA | MONOLINGUE | DOBLE | HUEHUETENANGO,
4074,13-19-0041-46,13-034,HUEHUETENANGO,COLOTENANGO,LICEO_PRIVADO_MIXTO_PANAMERICANO,COLOTENANGO,46221871,ARTEMIO NOE MORALES VILLATORO,ALDO CALIXTO PINEDA MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_PANAMERICANO | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | HUEHUETENANGO,
4075,13-19-0042-46,13-034,HUEHUETENANGO,COLOTENANGO,LICEO_PRIVADO_MIXTO_PANAMERICANO,COLOTENANGO,46221871,ARTEMIO NOE MORALES VILLATORO,ALDO CALIXTO PINEDA MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_PANAMERICANO | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | HUEHUETENANGO,
4111,13-24-6741-46,13-041,HUEHUETENANGO,SAN ANTONIO HUISTA,LICEO_PRIVADO_MIXTO_REAL_AMERICANO,CANTON CENTRAL,NA,GLORIA FABIOLA RODRÍGUEZ MENDOZA DE ARMAS,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIOREGULAR,HUEHUETENANGO,LICEO_PRIVADO_MIXTO_REAL_AMERICANO | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | VESPERTINA | HUEHUETENANGO,
4452,18-05-0094-46,18-024,IZABAL,LOS AMATES,LICEO_PRIVADO_MIXTO_TINAMITH_MANUEL_COLOM_ARGUETA,ALDEA QUIRIGUA,79342445,RUDY ARMANDO CETINO MONROY,GERSON OBED FUENTES PEREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,IZABAL,LICEO_PRIVADO_MIXTO_TINAMITH_MANUEL_COLOM_ARGUETA | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | IZABAL,
4456,18-05-0106-46,18-024,IZABAL,LOS AMATES,LICEO_PRIVADO_MIXTO_TINAMITH_MANUEL_COLOM_ARGUETA,ALDEA QUIRIGUA,41262945,RUDY ARMANDO CETINO MONROY,GERSON OBED FUENTES PEREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,IZABAL,LICEO_PRIVADO_MIXTO_TINAMITH_MANUEL_COLOM_ARGUETA | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | IZABAL,
6468,12-13-4524-46,12-028,SAN_MARCOS,EL TUMBADOR,LICEO_PRIVADO_MIXTO_TUMBADORENSE,COLONIA EL CARMEN,77606097,MARLENY CELESTE CARREDANO ROMERO DE GARCIA,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,SAN MARCOS,LICEO_PRIVADO_MIXTO_TUMBADORENSE | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | SAN_MARCOS,
"3769,01-17-4186-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,LICEO_PRIVADO_MIXTO_VILLAHERMOSA,""SECTOR 3 MANZANA M LOTES 11,12 Y 13, RESIDENCIALES VILLA HERMOSA"",NA,ALFREDO NOHELI TEMAJ MORALES,NA,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL_TITULOS,MONOLINGUE,VESPERTINA,DIARIOREGULAR,GUATEMALA SUR,LICEO_PRIVADO_MIXTO_VILLAHERMOSA | TEMPORAL_TITULOS | DIARIOREGULAR | MONOLINGUE | VESPERTINA | GUATEMALA,",,,,,,,,,,,,,,,,,,,
577,04-08-2755-46,04-019,CHIMALTENANGO,SAN MIGUEL POCHUTA,LICEO_PRIVADO_POCHUTECO_CAMINO_AL_FUTURO,MUNICIPIO DE SAN MIGUEL POCHUTA,34141572,ROSA MARISOL JUAREZ GRAMAJO,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,CHIMALTENANGO,LICEO_PRIVADO_POCHUTECO_CAMINO_AL_FUTURO | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | CHIMALTENANGO,
578,04-08-3079-46,04-019,CHIMALTENANGO,SAN MIGUEL POCHUTA,LICEO_PRIVADO_POCHUTECO_CAMINO_AL_FUTURO,SAN MIGUEL POCHUTA,54370593,ROSA MARISOL JUAREZ GRAMAJO,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,CHIMALTENANGO,LICEO_PRIVADO_POCHUTECO_CAMINO_AL_FUTURO | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | CHIMALTENANGO,
5628,14-12-0125-46,14-048,QUICHE,JOYABAJ,LICEO_PRIVADO_SANTA_MARIA,BARRIO LA LIBERTAD,59353501,ANA ESTER URIZAR GIL DE VILLATORO,EUBELIO AROLDO SOTO SANTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,QUICHÉ,LICEO_PRIVADO_SANTA_MARIA | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | QUICHE,
